workerid,button_rt,group_size,thickness,round,correct,correct_tangram,gameId,selected,text,trial_index,rt_sec,condition,trial_order
887,20456,6_player,thin,round_6,1,B,4jb479ZcxyntN9bzn,B,"[{'role': 'speaker', 'text': 'funny hat on back of head', 'playerId': 'YbvfqqB8H6sm4ud2t'}, {'role': 'speaker', 'text': 'upside down', 'playerId': 'YbvfqqB8H6sm4ud2t'}, {'role': 'speaker', 'text': 'triangular arms', 'playerId': 'YbvfqqB8H6sm4ud2t'}, {'role': 'speaker', 'text': 'square head', 'playerId': 'YbvfqqB8H6sm4ud2t'}, {'role': 'speaker', 'text': 'can see ankles', 'playerId': 'YbvfqqB8H6sm4ud2t'}, {'role': 'speaker', 'text': 'facing right', 'playerId': 'YbvfqqB8H6sm4ud2t'}]",61,20.456,6_thin,30
887,6579,6_player,thick,round_1,0,C,6ikro5aNu98qHGGFL,I,"[{'role': 'speaker', 'text': 'this one is facing left, like a flying position , 2 arms spread out , diamond head', 'playerId': 'Mm4ut74JJKd55WcMT'}, {'role': 'listener', 'text': 'is it slanting to the left', 'playerId': 'zekWWK6uxdp76vYde'}]",63,6.579,6_thick,31
887,16034,6_player,thin,round_1,1,H,MDLyuv29jevaGLSeT,H,"[{'role': 'speaker', 'text': 'This person is mostly upright, but the bottom part of them points to the right slightly Their head is a diamond', 'playerId': 'MKCTjgM8AFzBJaAuA'}]",65,16.034,6_thin,32
887,3172,2_player,thick,round_6,1,D,XJWjbBteCLNDAtjaR,D,"[{'role': 'speaker', 'text': 'priest standing', 'playerId': 'REH8sf5fLW24xLJLe'}]",67,3.172,2_thick,33
887,4150,6_player,thin,round_1,1,I,tWcPGsuGdiD2J7Nrw,I,"[{'role': 'speaker', 'text': 'looks like a dancer and looking left', 'playerId': '4YpQbkXrBFLorgych'}, {'role': 'speaker', 'text': 'both hands out looking right', 'playerId': '4YpQbkXrBFLorgych'}, {'role': 'speaker', 'text': 'one leg up looking left', 'playerId': '4YpQbkXrBFLorgych'}]",69,4.15,6_thin,34
887,5467,6_player,thick,round_6,0,F,iHNnNCnSAx2TYjDhf,A,"[{'role': 'speaker', 'text': '6', 'playerId': '2ub9Fg5YrCita2F2y'}]",71,5.467,6_thick,35
887,17764,2_player,thick,round_1,1,A,oHLkd73zMwDSpso8k,A,"[{'role': 'speaker', 'text': 'the image is of a man standing with one foot on the ground', 'playerId': 'MJnDMAZWWBXN6pmrK'}, {'role': 'speaker', 'text': 'both feet are pointing left', 'playerId': 'MJnDMAZWWBXN6pmrK'}, {'role': 'speaker', 'text': 'and the head is looking the other way', 'playerId': 'MJnDMAZWWBXN6pmrK'}]",73,17.764,2_thick,36
887,12554,6_player,thin,round_6,0,C,qnNnL5JsTPjnv3LW8,B,"[{'role': 'speaker', 'text': 'kite hands', 'playerId': 'rfs8XFPqiADX7WFNT'}]",75,12.554,6_thin,37
887,1644,6_player,thick,round_6,1,I,G74GhYGrsaxrsfYxf,I,"[{'role': 'speaker', 'text': 'figure skater', 'playerId': 'G7t4KfQdMhBApqMvT'}]",77,1.644,6_thick,38
887,13740,2_player,thin,round_6,1,K,c3627RTtA7SfM2g6N,K,"[{'role': 'speaker', 'text': 'kneeling down, all the way, and holding a plate in front of him', 'playerId': 'AYaqScZTLQv5T9cvK'}]",79,13.74,2_thin,39
887,11154,2_player,thin,round_1,1,J,Gm5higxdkcxE3HyZ6,J,"[{'role': 'speaker', 'text': 'the person looks like their body is a square with a chunk missing on the right side', 'playerId': 'JHxs9WYmqvGaGfzkB'}]",81,11.154,2_thin,40
887,22313,6_player,thick,round_1,1,B,ZJwZxaeBDE6xqPFAv,B,"[{'role': 'speaker', 'text': 'Ok, this one looks like someone kneeling and they hold out 2 triangles as they do it, in front of their square head', 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'speaker', 'text': 'The Knee aspect of this is on bottom right', 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'listener', 'text': 'can you see the legs or feet', 'playerId': 'HJYjCYqBGo5aPa4QF'}, {'role': 'speaker', 'text': 'foot maybe leftward, yes', 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'speaker', 'text': ""it's like a little rectangle connected to the rest"", 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'speaker', 'text': 'the foot is', 'playerId': 'e9g86kP6Wh4MDo4hN'}]",83,22.313,6_thick,41
887,4734,6_player,thin,round_6,1,F,hZ2XNN9DzrhuXEEKk,F,"[{'role': 'speaker', 'text': 'sitting down facing left no arms', 'playerId': 'eTvCDLo3A5r4i5B6B'}]",85,4.734,6_thin,42
887,41205,6_player,thin,round_1,0,L,AdiA5JEZBKJ4F5r4i,G,"[{'role': 'speaker', 'text': 'it looks like someone kneeling and facing to the right and pointing', 'playerId': 'Jm5k7ECi4X8Fbcv5Y'}]",87,41.205,6_thin,43
887,8654,2_player,thick,round_1,1,H,4bDDi23d6D8SJkrgQ,H,"[{'role': 'speaker', 'text': 'the most plain figure, the head is on top neatly and the body is very straight except for on the bottom right there is a triangle sticking out', 'playerId': 'P5nFedWBmEvAmd8CD'}]",89,8.654,2_thick,44
887,10317,6_player,thick,round_1,1,C,d3pirdbXLaHdgxR9t,C,"[{'role': 'speaker', 'text': 'figure slopping to the left as you look at the pictures with both hands in the air', 'playerId': 'YvaYGp3i8g88dxJR7'}, {'role': 'listener', 'text': 'is it left lean or straight up', 'playerId': 'rbPrMWQa6F7gmqh9w'}, {'role': 'speaker', 'text': 'left lean', 'playerId': 'YvaYGp3i8g88dxJR7'}]",91,10.317,6_thick,45
887,9701,6_player,thin,round_1,1,H,XbZk9j8EZFLzxLNGC,H,"[{'role': 'speaker', 'text': 'person crouched down no arms, legs or feed showing but facing right', 'playerId': 'xAo494dnYpcdA5GYh'}]",93,9.701,6_thin,46
887,10487,2_player,thick,round_6,0,I,8rdFCKG2CvuTrLnAM,G,"[{'role': 'speaker', 'text': 'man with one leg pointing high to right', 'playerId': 'sXCiFPWdDG3oRZb4u'}]",95,10.487,2_thick,47
887,18114,6_player,thick,round_1,0,H,G74GhYGrsaxrsfYxf,I,"[{'role': 'speaker', 'text': 'Square on top with a house looking shape', 'playerId': 'G7t4KfQdMhBApqMvT'}, {'role': 'listener', 'text': 'none of these look like a house', 'playerId': 'PBnkgyv7rkXetCeLZ'}]",97,18.114,6_thick,48
887,15988,6_player,thin,round_6,0,J,XbZk9j8EZFLzxLNGC,B,"[{'role': 'speaker', 'text': 'person facing with with arms outstretched and looks like they are wearing a cape', 'playerId': 'xAo494dnYpcdA5GYh'}]",99,15.988,6_thin,49
887,3589,2_player,thick,round_1,1,D,Ccv6vkdmTr6cnNfC5,D,"[{'role': 'speaker', 'text': 'It looks like a person holding out a bowl with both hands to ask for food', 'playerId': 'osdJLtm3pRz9sdzmK'}]",101,3.589,2_thick,50
887,21317,6_player,thick,round_1,1,K,XPDgovNnwsyppFmAf,K,"[{'role': 'speaker', 'text': 'looks like a duck in the water', 'playerId': 'gwt4PNWvsk9BAK8Ed'}, {'role': 'speaker', 'text': 'with triangle tail', 'playerId': 'gwt4PNWvsk9BAK8Ed'}, {'role': 'listener', 'text': 'two triangle arms and a square head', 'playerId': 'xAkXyL58Snv7sWJpi'}, {'role': 'listener', 'text': 'it has two squares on the head right', 'playerId': 'XnezJansEC76opNf2'}, {'role': 'speaker', 'text': 'only 1', 'playerId': 'gwt4PNWvsk9BAK8Ed'}, {'role': 'speaker', 'text': 'the head is stopped', 'playerId': 'gwt4PNWvsk9BAK8Ed'}]",103,21.317,6_thick,51
887,7082,6_player,thick,round_6,1,J,QG9fkFCXKj6g9mjR5,J,"[{'role': 'speaker', 'text': 'Body covered with arm to right and head about in the middle', 'playerId': 'u3bWoHe66Wu9yh7ka'}]",105,7.082,6_thick,52
887,18518,2_player,thick,round_6,1,F,3LD6SkQZcPSYXHE9W,F,"[{'role': 'speaker', 'text': 'sitting bent knees heels touching ground, toes up', 'playerId': 'LyQyeWbntRWk8ms69'}]",107,18.518,2_thick,53
887,1874,2_player,thick,round_6,1,I,FmuScBvZuEj2zegE2,I,"[{'role': 'speaker', 'text': 'ice skate', 'playerId': 'pyBP4wTvPc2uhWfZ9'}]",109,1.874,2_thick,54
887,16206,6_player,thick,round_1,1,H,5wn4MiopXyfXuTxG9,H,"[{'role': 'speaker', 'text': 'Figure standing upright with no limbs extended', 'playerId': 'HJoHFMvp6qPSD2pXk'}]",111,16.206,6_thick,55
887,1371,6_player,thick,round_6,1,I,3Sj3XTKmk9Rqe4Bim,I,"[{'role': 'speaker', 'text': 'dancer with leg up', 'playerId': 'xGudhNiRmy2YuaHzK'}]",113,1.371,6_thick,56
887,1360,2_player,thick,round_6,1,E,voSMQaG9H4nC4jy32,E,"[{'role': 'speaker', 'text': 'bunny ears', 'playerId': 'xCczn7ZDHtYRWQE6W'}]",115,1.36,2_thick,57
887,38741,2_player,thin,round_6,0,A,qkSXf88gZ3ZQNgBF9,G,"[{'role': 'speaker', 'text': 'Dinosaur with diamond on back', 'playerId': '2sCDfmhymGmhb2Gis'}]",117,38.741,2_thin,58
887,3472,2_player,thick,round_1,1,E,cCSd3v7a6AH8fHsJE,E,"[{'role': 'speaker', 'text': 'girl with a bow in hair seated looking down', 'playerId': 'Dmv2wGZJEid5oXz3M'}]",119,3.472,2_thick,59
887,1345,6_player,thick,round_6,1,I,244HZEA6vDgTcLdLs,I,"[{'role': 'speaker', 'text': 'Ballet post', 'playerId': 'qqFaAChg6PZNLvbix'}]",121,1.345,6_thick,60
887,4856,6_player,thick,round_6,1,L,QeHxf8rJXN8MCSKYR,L,"[{'role': 'speaker', 'text': 'server bendy knees, facing right', 'playerId': 'NxLjuiDi5cuFnLeTt'}]",123,4.856,6_thick,61
887,2229,6_player,thin,round_6,0,B,JnYAkqq7mqk9Gxdse,E,"[{'role': 'speaker', 'text': 'mouse', 'playerId': 'q4jr4TxgQyxb3TBoH'}]",125,2.229,6_thin,62
887,15112,2_player,thin,round_1,0,I,9wbjtnF8xe5ymzikg,G,"[{'role': 'speaker', 'text': 'THis looks like someone who is practicing karate, his head is on the left side of the frame', 'playerId': '3R3qpxKrLougMSfGd'}]",127,15.112,2_thin,63
887,26012,2_player,thin,round_1,1,L,BP9jqaXgDcqoupu9X,L,"[{'role': 'speaker', 'text': 'looks like someone crouching, with a diamond shaped head, holding what is a triangle', 'playerId': 'MjgM5qp98eAX4zuZL'}]",129,26.012,2_thin,64
894,24905,2_player,thick,round_1,1,D,f69G9D9Q2uiv2MCJn,D,"[{'role': 'speaker', 'text': 'looks like someone holding the arms out to the left', 'playerId': 'KhyGCb79wtn4KpfMc'}, {'role': 'listener', 'text': 'are both feet down or one up', 'playerId': 'KJdx6CspD2QJefLEz'}, {'role': 'speaker', 'text': ""both feet are down but you can't really see them"", 'playerId': 'KhyGCb79wtn4KpfMc'}]",3,24.905,2_thick,1
894,11038,2_player,thick,round_6,0,L,Z2WAkYpWiXwuGcdME,D,"[{'role': 'speaker', 'text': 'beg no triangle', 'playerId': 'R3cRgh4HmEtRsmQyp'}]",5,11.038,2_thick,2
894,17963,6_player,thick,round_1,0,J,8ukdn7m9ypXhxpPR4,I,"[{'role': 'speaker', 'text': 'straight line on the left of figure, straight diamond top, triangle bottom on the right', 'playerId': 'HjETYsPdB49PboNEN'}]",7,17.963,6_thick,3
894,21545,2_player,thick,round_6,0,E,3LD6SkQZcPSYXHE9W,F,"[{'role': 'speaker', 'text': 'mountain', 'playerId': 'LyQyeWbntRWk8ms69'}]",9,21.545,2_thick,4
894,15242,6_player,thin,round_6,0,G,78pdRXrYqcWKaNMsA,F,"[{'role': 'speaker', 'text': 'sitting left triangle arms thrown back and wide open', 'playerId': 'i7JHRaSobHRNAbiut'}, {'role': 'speaker', 'text': 'head leaning forward some', 'playerId': 'i7JHRaSobHRNAbiut'}]",11,15.242,6_thin,5
894,5566,2_player,thin,round_6,1,F,jogDrQkpEKFNKDtfk,F,"[{'role': 'speaker', 'text': 'sitting legs to the left', 'playerId': '5gj4Z6SqKe5ZjzcBf'}]",13,5.566,2_thin,6
894,19896,6_player,thin,round_1,0,L,MDLyuv29jevaGLSeT,H,"[{'role': 'speaker', 'text': ""This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah"", 'playerId': 'MKCTjgM8AFzBJaAuA'}]",15,19.896,6_thin,7
894,8199,6_player,thin,round_6,1,I,q5pLCaKFGyYMvvxTx,I,"[{'role': 'speaker', 'text': 'ballet pose, leg sticking out with two triangles facing to the left', 'playerId': 'Gbh7pmbLc7bXfCYJ4'}]",17,8.199,6_thin,8
894,6616,6_player,thick,round_6,1,L,QzDZ9idpFkW6nHuCq,L,"[{'role': 'speaker', 'text': 'squatting knees to right', 'playerId': '64rzpC4x4MeQZbRPz'}, {'role': 'speaker', 'text': 'hands to right', 'playerId': '64rzpC4x4MeQZbRPz'}]",19,6.616,6_thick,9
894,7680,2_player,thin,round_1,1,F,Gm5higxdkcxE3HyZ6,F,"[{'role': 'speaker', 'text': 'sitting down feet pointing left knees raised, head pointing to 11 feet pointed to 7', 'playerId': 'JHxs9WYmqvGaGfzkB'}]",21,7.68,2_thin,10
894,16166,2_player,thin,round_6,1,H,6ZtMrReWRYFFydpHK,H,"[{'role': 'speaker', 'text': 'a diamond over an almost solid figure with a point coming out at the bottom right', 'playerId': 'ppdupRYraz4gj94gi'}]",23,16.166,2_thin,11
894,27444,6_player,thick,round_1,1,D,BTbGhXZvjdSFubTBg,D,"[{'role': 'speaker', 'text': 'a person standing holding out their hands,', 'playerId': 'WXmyGwByDtSr3gTyk'}, {'role': 'listener', 'text': 'Both feet on the ground', 'playerId': '9nyyLZ9PJhX7LnAx7'}, {'role': 'listener', 'text': 'Inverted top hat in hands', 'playerId': 'EnZxY9HcC4c6WuCd8'}, {'role': 'listener', 'text': 'Are they side on', 'playerId': 'YZav64FB85yPmwMCq'}, {'role': 'listener', 'text': 'Wait, holding OUT their hands, or holding UP their hands', 'playerId': '9nyyLZ9PJhX7LnAx7'}, {'role': 'speaker', 'text': 'yes inverted top hat', 'playerId': 'WXmyGwByDtSr3gTyk'}, {'role': 'listener', 'text': 'lol top hat', 'playerId': 'j9qfbLnF9TpFABZaJ'}]",25,27.444,6_thick,12
894,14193,6_player,thin,round_6,0,A,E8n7PT7sEpCcbb7AD,I,"[{'role': 'speaker', 'text': 'fish mouth', 'playerId': 'NauJW3wAPr54G6iB9'}, {'role': 'speaker', 'text': 'two legs', 'playerId': 'NauJW3wAPr54G6iB9'}, {'role': 'speaker', 'text': 'one leg up', 'playerId': 'NauJW3wAPr54G6iB9'}]",27,14.193,6_thin,13
894,7427,2_player,thin,round_6,1,D,53uTmg2fquiNWgaK9,D,"[{'role': 'speaker', 'text': 'kneeling to left with bowl', 'playerId': '93Xm8bMcDzKRcrDhL'}]",29,7.427,2_thin,14
894,25817,2_player,thick,round_1,1,G,NdrBpKKdJinL4P9pF,G,"[{'role': 'speaker', 'text': 'looks like a college student marching with his arms and legs to the right', 'playerId': 'fzPLirZgYXeqXcey7'}]",31,25.817,2_thick,15
894,6586,6_player,thick,round_6,0,A,d3pirdbXLaHdgxR9t,G,"[{'role': 'speaker', 'text': 'axe man again', 'playerId': 'YvaYGp3i8g88dxJR7'}]",33,6.586,6_thick,16
894,4368,2_player,thick,round_1,1,E,xvPneq3RbziGdEArC,E,"[{'role': 'speaker', 'text': 'They have pointy ears, they look like a rabbit', 'playerId': 'yFk7LEDg8Edgyx5Gd'}]",35,4.368,2_thick,17
894,8226,6_player,thin,round_6,1,B,qnNnL5JsTPjnv3LW8,B,"[{'role': 'speaker', 'text': 'triangle hands, kneeling facing right with feet behind', 'playerId': 'rfs8XFPqiADX7WFNT'}]",37,8.226,6_thin,18
894,13936,2_player,thin,round_1,1,A,byWRCj2bTz2Guefog,A,"[{'role': 'speaker', 'text': 'the picture has a person stood up with one leg in the air and has a square on its neck', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'it has a pointy face, like the plague doctors in the middle ages', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'pointy face', 'playerId': 'AXLc5WsF9dMwS482A'}]",39,13.936,2_thin,19
894,12140,6_player,thick,round_1,1,D,QG9fkFCXKj6g9mjR5,D,"[{'role': 'speaker', 'text': 'Looks like holding something with arms to left', 'playerId': 'u3bWoHe66Wu9yh7ka'}]",41,12.14,6_thick,20
894,9423,2_player,thin,round_6,1,F,Aq5QevmQACnfqeuj4,F,"[{'role': 'speaker', 'text': 'It is sitting with its legs in front facing the left', 'playerId': 'QWnE4mnYS4vBNFQdu'}]",43,9.423,2_thin,21
894,1449,6_player,thick,round_6,1,E,8gqBudziFTfxbfF4b,E,"[{'role': 'speaker', 'text': 'bunny ears', 'playerId': '7TGyFjStsSDQvdLYa'}]",45,1.449,6_thick,22
894,4032,2_player,thin,round_6,1,G,xPDpppkjxby6SWWQE,G,"[{'role': 'speaker', 'text': 'shoe', 'playerId': 'HRKBXvLs98fTGPbZ7'}]",47,4.032,2_thin,23
894,10427,6_player,thin,round_1,0,J,rg6f4GNbTus2Lzao6,H,"[{'role': 'speaker', 'text': ""this one isn't the baby wrapped up, but it doesn't have many objects"", 'playerId': 'J5hxT8MZzjufvnjAt'}, {'role': 'speaker', 'text': 'it has a tilted square, on a flat surface', 'playerId': 'J5hxT8MZzjufvnjAt'}]",49,10.427,6_thin,24
894,7381,2_player,thin,round_1,1,D,boh4YsJCatyo5uyE8,D,"[{'role': 'speaker', 'text': 'Figure standing tall as if giving a lecture', 'playerId': '9paA9FyyYx2HEvQQD'}]",51,7.381,2_thin,25
894,7484,2_player,thick,round_6,1,H,TswNa6hfiGwkWHMgB,H,"[{'role': 'speaker', 'text': 'monk sitting with legs to the right', 'playerId': 'BCjiqev2Kt7Lze3nQ'}]",53,7.484,2_thick,26
894,10908,2_player,thick,round_1,0,L,kAkYw4pRQAqy6y7CL,B,"[{'role': 'speaker', 'text': 'Person going to kneel - their legs look like a zig zag, with a triangle for arms Head is a diamond sitting atop just a triangle', 'playerId': 'hecS9uStXR3oAiNnb'}]",55,10.908,2_thick,27
894,7010,2_player,thin,round_1,1,C,byWRCj2bTz2Guefog,C,"[{'role': 'speaker', 'text': 'this looks like a person leaning to the left with their arms in the air', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'they look like they are shouting someone and hard a square head', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': ""they look stood up but you can't see their legs, only their body"", 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'they look like they are shouting something', 'playerId': 'AXLc5WsF9dMwS482A'}]",57,7.01,2_thin,28
894,11116,6_player,thin,round_1,1,J,dG226KpEbdnXwkPGx,J,"[{'role': 'speaker', 'text': 'Looks like a box figure', 'playerId': 'MRy5sG4H9RcBMfW2b'}, {'role': 'speaker', 'text': 'Box head on one side', 'playerId': 'MRy5sG4H9RcBMfW2b'}, {'role': 'speaker', 'text': 'One side of box is straight', 'playerId': 'MRy5sG4H9RcBMfW2b'}, {'role': 'speaker', 'text': 'one side of figure is square', 'playerId': 'MRy5sG4H9RcBMfW2b'}]",59,11.116,6_thin,29
894,7642,2_player,thick,round_6,1,C,3fMcwrqnhrEwubixY,C,"[{'role': 'speaker', 'text': 'lying on back arms out wide and raised up', 'playerId': 'eMvgBjGsYxCbZWwkM'}]",61,7.642,2_thick,30
894,8948,2_player,thin,round_6,0,H,6qtrsTr3uXovEY6tE,J,"[{'role': 'speaker', 'text': 'oval shaped ghost', 'playerId': 'wWp37HCJXvymEucFr'}]",63,8.948,2_thin,31
894,7276,6_player,thick,round_1,1,G,vHRdxbuskY9MXxf4j,G,"[{'role': 'speaker', 'text': 'square in the top left corner, like its balancing on a nose lot of empty space on the right side', 'playerId': 'RSQku3ckThbYxojeR'}, {'role': 'speaker', 'text': 'like a wide open mouth or something', 'playerId': 'RSQku3ckThbYxojeR'}]",65,7.276,6_thick,32
894,7484,6_player,thick,round_6,0,L,APb85jFMnKTvtxB9Q,G,"[{'role': 'speaker', 'text': 'Pointing right Thunder shaped', 'playerId': '8EKHajAZMvmFinexJ'}]",67,7.484,6_thick,33
894,6026,6_player,thin,round_1,1,F,78pdRXrYqcWKaNMsA,F,"[{'role': 'speaker', 'text': 'the image looks like a person sitting facing the left', 'playerId': 'i7JHRaSobHRNAbiut'}, {'role': 'speaker', 'text': 'the image looks like the person legs are drawn up some', 'playerId': 'i7JHRaSobHRNAbiut'}]",69,6.026,6_thin,34
894,3226,6_player,thick,round_6,1,J,BTbGhXZvjdSFubTBg,J,"[{'role': 'speaker', 'text': 'square shape body guy', 'playerId': 'WXmyGwByDtSr3gTyk'}]",71,3.226,6_thick,35
894,5160,2_player,thick,round_6,0,L,pdC8wpWApxQxy97ei,E,"[{'role': 'speaker', 'text': 'zigzag body', 'playerId': 'epgkyGmaqtcw2wDNc'}]",73,5.16,2_thick,36
894,14610,2_player,thick,round_1,0,C,NdrBpKKdJinL4P9pF,B,"[{'role': 'speaker', 'text': 'triangle between two rhombuses and on top of another', 'playerId': 'fzPLirZgYXeqXcey7'}, {'role': 'speaker', 'text': 'looks like a guy leaning to the left with his arms up', 'playerId': 'fzPLirZgYXeqXcey7'}]",75,14.61,2_thick,37
894,8369,2_player,thick,round_1,1,B,7eWGPqmG35RrZoezF,B,"[{'role': 'speaker', 'text': ""looks like it's kneeling with a triangle facing each way under the head"", 'playerId': 'HcAY9mNwACmDrRN2A'}]",77,8.369,2_thick,38
894,3003,2_player,thick,round_6,1,A,kAkYw4pRQAqy6y7CL,A,"[{'role': 'speaker', 'text': 'Kicking to the left guy', 'playerId': 'hecS9uStXR3oAiNnb'}]",79,3.003,2_thick,39
894,6114,6_player,thick,round_1,1,C,xxh6EZ5ESMvTDboLx,C,"[{'role': 'speaker', 'text': ""arms in the air looks like it's flying diamond head"", 'playerId': 'ETWC7GktmiQ8Fmtef'}]",81,6.114,6_thick,40
894,3208,2_player,thin,round_6,0,F,53uTmg2fquiNWgaK9,I,"[{'role': 'speaker', 'text': 'legs out', 'playerId': '93Xm8bMcDzKRcrDhL'}]",83,3.208,2_thin,41
894,8138,6_player,thick,round_1,0,G,BPDJ8DfY2oJw6jGZn,B,"[{'role': 'speaker', 'text': 'one that is prostrating', 'playerId': 'FtpmWjRBf7ifYWhyL'}]",85,8.138,6_thick,42
894,4858,6_player,thin,round_6,0,H,vb35TJcSHPpKxAzJo,K,"[{'role': 'speaker', 'text': 'Swaddled baby', 'playerId': 'FZwaqKfJFzuRG7WoT'}]",87,4.858,6_thin,43
894,5702,2_player,thin,round_1,1,L,6qtrsTr3uXovEY6tE,L,"[{'role': 'speaker', 'text': 'This person looks like he is almost squatting while holding a plate of food in his hand', 'playerId': '9u3dXrBcGtdxAZaeA'}]",89,5.702,2_thin,44
894,4630,2_player,thick,round_1,1,E,XaYo7mGCsyJKW3w4Z,E,"[{'role': 'speaker', 'text': 'mouse ears on a diamond head', 'playerId': 'NYD7GMoHm3TagmyTN'}, {'role': 'speaker', 'text': 'the ears are both triangles', 'playerId': 'NYD7GMoHm3TagmyTN'}, {'role': 'listener', 'text': 'can you give me some more info', 'playerId': '4SANPkdDamcrCs5p5'}, {'role': 'speaker', 'text': 'the diamond head is on two triangles', 'playerId': 'NYD7GMoHm3TagmyTN'}]",91,4.63,2_thick,45
894,10140,6_player,thick,round_1,0,D,8ukdn7m9ypXhxpPR4,I,"[{'role': 'speaker', 'text': ""the figure is faced to the left with a straight back on the right, looks like it's holding something"", 'playerId': 'HjETYsPdB49PboNEN'}, {'role': 'listener', 'text': 'does it have a leg up in the air', 'playerId': 'EMSuSGAopPJ95mMrJ'}, {'role': 'listener', 'text': 'or possibly giving a speech', 'playerId': 'WsHSgaSjxKhCm57LZ'}, {'role': 'listener', 'text': ""looks like it's holding a plate"", 'playerId': 'ygaSc6oZ2uhyiDKbr'}, {'role': 'listener', 'text': 'speech', 'playerId': 'QuqzqmScAT2g2TsQy'}]",93,10.14,6_thick,46
894,8116,6_player,thick,round_6,0,J,G74GhYGrsaxrsfYxf,A,"[{'role': 'speaker', 'text': 'square on cabinet', 'playerId': 'G7t4KfQdMhBApqMvT'}]",95,8.116,6_thick,47
894,17174,6_player,thick,round_6,1,F,GWCD2NGoiA2n5Wh2i,F,"[{'role': 'listener', 'text': 'kneeling man right side', 'playerId': '3J4RLFqgNJW7BsT9G'}, {'role': 'speaker', 'text': 'sitting guy, facing left this round!', 'playerId': 'Z6TmKzSh7SAQns8Sg'}]",97,17.174,6_thick,48
894,4373,6_player,thin,round_1,1,C,vuZBGuCBS5f9ibvk7,C,"[{'role': 'speaker', 'text': 'looks like a guy falling to his left with arms in the air', 'playerId': 'yyyzhfLtfEXgbF8XH'}]",99,4.373,6_thin,49
894,10768,2_player,thin,round_1,0,H,3yh8YmunGyJ3aQmWd,L,"[{'role': 'speaker', 'text': 'Square on top, block straight body with small triangle at the foot pointing to the screens right', 'playerId': 'HhjuST9goNLjnJrg6'}]",101,10.768,2_thin,50
894,19877,6_player,thin,round_1,1,C,vfBNc7APPeQqXwJep,C,"[{'role': 'speaker', 'text': 'it looks like a goal post from american football and it has a square on the left', 'playerId': 'AbDh35xzSqzppDyPx'}, {'role': 'speaker', 'text': 'looks like a y with a square', 'playerId': 'AbDh35xzSqzppDyPx'}]",103,19.877,6_thin,51
894,6599,6_player,thin,round_6,1,K,GfdodQMJHhNodveqQ,K,"[{'role': 'speaker', 'text': 'fully kneeling facing right praying with arms together', 'playerId': 'mJoMeCNLNBvXsdrNr'}]",105,6.599,6_thin,52
894,3276,6_player,thick,round_6,0,C,APb85jFMnKTvtxB9Q,G,"[{'role': 'speaker', 'text': 'Ghost', 'playerId': '8EKHajAZMvmFinexJ'}]",107,3.276,6_thick,53
894,4545,2_player,thin,round_1,0,G,c3627RTtA7SfM2g6N,F,"[{'role': 'speaker', 'text': 'Guy stretching legs', 'playerId': '9DKRanTDSC4cchEY6'}]",109,4.545,2_thin,54
894,5415,6_player,thin,round_1,1,C,3zuSR5MLLHFo57ngd,C,"[{'role': 'speaker', 'text': 'It looks like a person falling down Falling from the right of the screen down into the left With its arm stick out and a bit up', 'playerId': 'w98K6KFZmHPyfnTcw'}, {'role': 'speaker', 'text': 'The diamond head is in the middle of the image', 'playerId': 'w98K6KFZmHPyfnTcw'}, {'role': 'speaker', 'text': 'Diamond shaped head in the middle of the image', 'playerId': 'w98K6KFZmHPyfnTcw'}, {'role': 'speaker', 'text': 'Hands up at the head', 'playerId': 'w98K6KFZmHPyfnTcw'}, {'role': 'speaker', 'text': 'Like the person is falling down', 'playerId': 'w98K6KFZmHPyfnTcw'}]",111,5.415,6_thin,55
894,14415,2_player,thin,round_6,0,B,GGz5Zb58tHpG8X5z7,G,"[{'role': 'speaker', 'text': 'main body facing left, pyramid attached bottom left, pyramid attached to diamond for head', 'playerId': 'zMrgbynyhLhqT5X3C'}, {'role': 'speaker', 'text': 'main body with three attachments', 'playerId': 'zMrgbynyhLhqT5X3C'}, {'role': 'speaker', 'text': 'head like an anvil pointing left', 'playerId': 'zMrgbynyhLhqT5X3C'}]",113,14.415,2_thin,56
894,5948,2_player,thin,round_1,1,D,3yh8YmunGyJ3aQmWd,D,"[{'role': 'speaker', 'text': 'Square on top, standing, looking like praying, pointing to left of the screen', 'playerId': 'HhjuST9goNLjnJrg6'}]",115,5.948,2_thin,57
894,9527,6_player,thin,round_1,0,B,hycXgPznSi3hzjcfX,G,"[{'role': 'speaker', 'text': 'Kneeling Triangle sticking out on right', 'playerId': 'M6n7xmPC97pxnhAah'}]",117,9.527,6_thin,58
