workerid,button_rt,group_size,thickness,round,correct,correct_tangram,gameId,selected,text,trial_index,rt_sec,condition,trial_order
871,9034,2_player,thick,round_6,1,G,6cWDb4KB2JkQYoEn8,G,"[{'role': 'speaker', 'text': 'stretched dancer, big leg on left', 'playerId': 'hMtbTjcXoP7mcPqWm'}]",45,9.034,2_thick,22
871,12716,2_player,thin,round_1,0,D,boh4YsJCatyo5uyE8,J,"[{'role': 'speaker', 'text': 'Figure standing tall as if giving a lecture', 'playerId': '9paA9FyyYx2HEvQQD'}]",47,12.716,2_thin,23
871,9849,2_player,thick,round_6,1,B,znKKpRy5yMqbmRwJs,B,"[{'role': 'speaker', 'text': 'Abstract Box and triangle falling off on right', 'playerId': 'BvaPCcwnMZiHzHzcz'}, {'role': 'listener', 'text': 'toes on bottom left', 'playerId': 'mRs9KHcNtboF6jYk8'}, {'role': 'speaker', 'text': 'Yes, triangle to the far left', 'playerId': 'BvaPCcwnMZiHzHzcz'}]",49,9.849,2_thick,24
871,10334,6_player,thick,round_1,0,K,APb85jFMnKTvtxB9Q,B,"[{'role': 'speaker', 'text': 'Kneeling Pointing to the right Upward pointing skirt', 'playerId': '8EKHajAZMvmFinexJ'}]",51,10.334,6_thick,25
871,12848,2_player,thin,round_6,0,B,nK7PQshcrKCYzjoeX,A,"[{'role': 'speaker', 'text': 'mouse', 'playerId': 'LTX8PWemF9DjKLNcW'}]",53,12.848,2_thin,26
871,7568,6_player,thin,round_6,1,F,yf4vLYMpH9j84z98K,F,"[{'role': 'speaker', 'text': 'sitting down facing to the left', 'playerId': 'vRLBXj64qxHFQNKc3'}]",55,7.568,6_thin,27
871,9957,2_player,thin,round_6,0,B,G5HKftuSE5K4WT9bH,G,"[{'role': 'speaker', 'text': 'Flying bird, triangle arms', 'playerId': 'CbucCohak2hiJzSa6'}]",57,9.957,2_thin,28
871,29001,2_player,thick,round_1,1,H,v38FZLkyFdEaiDQeh,H,"[{'role': 'speaker', 'text': 'this looks like a person who is seated, kind of like you are looking at someone with legs crossed over one another in front of them, but you are not seeing them head-on, instead you see their one crossed knee to the right of the screen', 'playerId': 'CJTaDhWCSTLmWfMoR'}]",59,29.001,2_thick,29
871,39683,6_player,thin,round_6,0,G,3zuSR5MLLHFo57ngd,B,"[{'role': 'speaker', 'text': 'the diamond is slanted to the left', 'playerId': 'js59gnvFHgHLEnkuL'}, {'role': 'speaker', 'text': 'there arm is raised up on the right side', 'playerId': 'js59gnvFHgHLEnkuL'}, {'role': 'speaker', 'text': 'and right leg is on the right', 'playerId': 'js59gnvFHgHLEnkuL'}, {'role': 'speaker', 'text': 'the left side is flat', 'playerId': 'js59gnvFHgHLEnkuL'}, {'role': 'speaker', 'text': 'the right side is flat like a rectangle', 'playerId': 'js59gnvFHgHLEnkuL'}, {'role': 'speaker', 'text': 'bottom right side is shaped like a rectangle', 'playerId': 'js59gnvFHgHLEnkuL'}]",61,39.683,6_thin,30
871,8851,6_player,thick,round_6,1,C,eYSrAKh9knoEHcLid,C,"[{'role': 'speaker', 'text': ""Ghost - y'all are doing great"", 'playerId': 'mMkdNCbkNosrcwQ6M'}]",63,8.851,6_thick,31
871,6684,6_player,thin,round_1,0,F,FEPXqBHpf4Q5CfCju,H,"[{'role': 'speaker', 'text': 'sitting down with hands below the legs', 'playerId': '6Kav3RXmngLqqGgzb'}]",65,6.684,6_thin,32
871,7785,6_player,thick,round_1,1,I,ASJgHR2N8wCgN32cu,I,"[{'role': 'speaker', 'text': 'A person standing on one leg, the other leg is sticking out to the right', 'playerId': 'YT2Nq7XZoMqoZoRX9'}]",67,7.785,6_thick,33
871,11381,2_player,thick,round_1,0,F,JCq6bt8bjpBggFPyM,B,"[{'role': 'speaker', 'text': 'looks like a person sitting down contemplating', 'playerId': '7KhipcCnuF2SDDKvi'}, {'role': 'speaker', 'text': 'head on top right', 'playerId': '7KhipcCnuF2SDDKvi'}, {'role': 'speaker', 'text': 'legs on bottom left', 'playerId': '7KhipcCnuF2SDDKvi'}, {'role': 'speaker', 'text': 'with knees bent', 'playerId': '7KhipcCnuF2SDDKvi'}, {'role': 'speaker', 'text': 'butt on floor on bottom right', 'playerId': '7KhipcCnuF2SDDKvi'}]",69,11.381,2_thick,34
871,9219,6_player,thick,round_6,0,C,J5gYJw8tzaF3TwhaC,K,"[{'role': 'speaker', 'text': 'candlestick from beauty and the beast or person leaning forward, arms up', 'playerId': 'Yhp6ZinpdiS5TfpoA'}]",71,9.219,6_thick,35
871,6867,6_player,thick,round_1,1,H,Cd78pF39goegJ3bsA,H,"[{'role': 'speaker', 'text': 'a baby swaddled, no arms', 'playerId': 'YA854Kq94JdiomiiP'}]",73,6.867,6_thick,36
871,13916,6_player,thick,round_1,0,L,QkKavPsKXNH5uJzrs,G,"[{'role': 'speaker', 'text': 'this one looks like a person about to keel while holding their arms to the right', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'speaker', 'text': 'the bottom ""legs"" are together and bent to the right', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'speaker', 'text': 'the back is straight', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'listener', 'text': 'how about the arms', 'playerId': '45SedEFMPvXQwJr5u'}, {'role': 'speaker', 'text': 'the arms fe right', 'playerId': 'ySkkTvw6MWq2jN8sB'}]",75,13.916,6_thick,37
871,17583,2_player,thin,round_1,0,C,BP9jqaXgDcqoupu9X,I,"[{'role': 'speaker', 'text': 'the image has a rhombus, where the point goes diagonally from the bottom left to the top right there are two arm looking shapes coming from the top left side of the rhombus, with a diamond square shaped head coming from the rhombus', 'playerId': 'MjgM5qp98eAX4zuZL'}]",77,17.583,2_thin,38
871,18653,2_player,thin,round_1,1,G,QTLcapnjShjWX3s4t,G,"[{'role': 'speaker', 'text': 'on your left square on a tilted top and right two triangles', 'playerId': '7ycbvgZt9bc9A7AJj'}]",79,18.653,2_thin,39
871,8215,6_player,thick,round_6,0,F,yuahmMCJwB5LLGYHB,E,"[{'role': 'speaker', 'text': 'situps', 'playerId': 'WLChjCXuws93NcRaQ'}, {'role': 'listener', 'text': ""that's a bunny to the left"", 'playerId': '2bFb6556mpGYTXBMX'}, {'role': 'listener', 'text': 'lefty', 'playerId': '2bFb6556mpGYTXBMX'}, {'role': 'listener', 'text': 'left*', 'playerId': '2bFb6556mpGYTXBMX'}]",81,8.215,6_thick,40
